,clinic,date,rating,title,comment,comment_wo_stopwords
579,Eastbury Surgery,2022-10-31,5.0,"Caring and responsive practice
    ","on tuesday 25 october, i rang my surgery as i was short of breath. the receptionist got a doctor to call me back very shortly. they offered to see me straight away but i was miles away in central london.  the doctor asked me to call an ambulance as she was concerned about my breathing. she even offered to call one for me.

i did not take it seriously enough, but a little while later the doctor contacted me by text and phoone to follow up. i eventually went to university college hospital, london, where i was given urgent and excellent attention.

following up with my gp, i was given two appointments - both to suit my convenience (given my office commitments). i have seen my gp twice and have another follow up appointment.

i cannot express enough my appreciation for the excellent service provided.

thank you eastbury surgery - all of you.
",tuesday 25 october rang surgery short breath receptionist got doctor call back shortly offered see straight away miles away central london doctor asked call ambulance concerned breathing even offered call one me take seriously enough little later doctor contacted text phoone follow up eventually went university college hospital london given urgent excellent attention following gp given two appointments  suit convenience given office commitments seen gp twice another follow appointment cannot express enough appreciation excellent service provided thank eastbury surgery  you
580,Eastbury Surgery,2022-07-27,5.0,"Post covid / foliculitus treatment 
    ","all the gps and teams are outstanding, friendly caring and professional. they a detailed in the care, and actually listen to the patient. i am always humbled, amazed and grateful to the whole team",gps teams outstanding friendly caring professional detailed care actually listen patient always humbled amazed grateful whole team
581,Eastbury Surgery,2022-05-30,1.0,"Awful
    ",child who is 10 needed physio referral and gp said he is making referral. called surgery 27 days after appointment to check about referral. gp hasn’t even made the referral! the receptionist told me i would have to call back tomorrow and make a new appointment for another doctor to triage to make a referral because the other doctor is off for 10 days! meanwhile a 10 year old child’s issues have worsened. ,child 10 needed physio referral gp said making referral called surgery 27 days appointment check referral gp hasn’t even made referral receptionist told would call back tomorrow make new appointment another doctor triage make referral doctor 10 days meanwhile 10 year old child’s issues worsened
582,Eastbury Surgery,2022-04-09,5.0,"Always there with care
    ","in the last 2 weeks i have needed to be seen swiftly in order to attend to relative issues. from reception to health workers and nurses to the dr's themselves, i cannot fault the care received. yes it does take a little patience to have a call answered but if you pop down there they do all they can to get you seen promptly including follow up appointments. i even got follow up calls and medication delivered to my door within a couple of hours the same day. follow up bloods were booked and attended to. i most certainly feel confident with the care that i am currently still receiving, all delivered by friendly staff. we have been registered with eastbury surgery for many years since moving to the area and highly recommend them to anyone looking for a gp surgery.",last 2 weeks needed seen swiftly order attend relative issues reception health workers nurses drs themselves cannot fault care received yes take little patience call answered pop get seen promptly including follow appointments even got follow calls medication delivered door within couple hours day follow bloods booked attended to certainly feel confident care currently still receiving delivered friendly staff registered eastbury surgery many years since moving area highly recommend anyone looking gp surgery
583,Eastbury Surgery,2022-02-04,5.0,"Medical staff wonderful, back office not.
    ","nearly all of the reviews on this site comment on the front of house and back office service - i experienced much of the same this week. however, if you can get through the frustrating barrier or have the patience to wait for your call to be answered and get an appointment in any form with  the  medical clinicians team (gp,nurses, phlebotomists, hca's) they are great, polite. the whole practice needs to follow the lead of the medical staff. i know there are difficulties in admin staffing and we can or do blame covid,but the back office does need to reflect the good work and standards of the medical staff.",nearly reviews site comment front house back office service  experienced much week however get frustrating barrier patience wait call answered get appointment form medical clinicians team gpnurses phlebotomists hcas great polite whole practice needs follow lead medical staff know difficulties admin staffing blame covidbut back office need reflect good work standards medical staff
584,Eastbury Surgery,2021-10-21,2.0,"Awaiting glaucoma results
    ",i have been waiting for my glaucoma results since beginning of september .i telephoned my go surgery they have not got the results .they told me to phone the east bury road surgery which have several times all i get is (your call is very important to us ) it can’t be that important otherwise they would pick up !! as for my eyesight that can’t be very important to them either !! i don’t know what else i can do to get my results .,waiting glaucoma results since beginning september i telephoned go surgery got results they told phone east bury road surgery several times get your call important us  can’t important otherwise would pick  eyesight can’t important either  don’t know else get results 
585,Eastbury Surgery,2021-08-10,1.0,"Impossible to cope with
    ","i visited the surgery yesterday to check why my repeat prescription isn’t ready for me yet at the nominated pharmacy. found out there is even no trace of me requesting my medication on the system despite me dropping off my request last thursday. the receptionist said that it is very unlikely that my request slip was lost whilst the box was emptied… (!). where it is then? looks like a big mystery to me. no solution offered. no advice given. is my prescription going to be issued? and if so, then when? with all due respect but, this is not how the patients should be treated. and why on earth the cqc rating is saying good for this surgery? a lot of question marks here and sadly patients are left with no medication and no advise given on what to do next. very disappointing and simply unacceptable. ",visited surgery yesterday check repeat prescription isn’t ready yet nominated pharmacy found even trace requesting medication system despite dropping request last thursday receptionist said unlikely request slip lost whilst box emptied…  then looks like big mystery me solution offered advice given prescription going issued so when due respect but patients treated earth cqc rating saying good surgery lot question marks sadly patients left medication advise given next disappointing simply unacceptable
586,Eastbury Surgery,2021-08-11,1.0,"Horrendous practise 
    ","the reception staff are so unwelcoming and have clearly not had training on how to communicate with patients who may be vulnerable. it takes well over an hour to get through to the staff and they always ask you to call them back for information. this wouldn’t be a problem if it didn’t take 4 hours out of your day to get through to them. they also lie to you to get you off the phone, promising information before they close and then it comes to 6.30 and you have heard nothing. we are not waiting for trivial information here, this is patients health! hotel receptionists make you feel 1000% more welcomed and at ease, when this is meant to be a healthcare facility under the nhs. disgusting. you can’t make it up. ",reception staff unwelcoming clearly training communicate patients may vulnerable takes well hour get staff always ask call back information wouldn’t problem didn’t take 4 hours day get them also lie get phone promising information close comes 630 heard nothing waiting trivial information here patients health hotel receptionists make feel 1000 welcomed ease meant healthcare facility nhs disgusting can’t make up
587,Eastbury Surgery,2021-08-05,1.0,"Impossible to contact - do they really care?
    ","this practice has become impossible to contact. only one phone line, no email and no chance to leave a message. i spent over 20 minutes each on 2 separate calls to ask a doctor to review a 91 year old patient with on-going stomach pains but to no avail. the patient themself had tried to call but given up after 10 minutes of listening to a meaningless rendition of “your call is important to us” every 5 seconds. appalling service in this day and age. ",practice become impossible contact one phone line email chance leave message spent 20 minutes 2 separate calls ask doctor review 91 year old patient ongoing stomach pains avail patient themself tried call given 10 minutes listening meaningless rendition “your call important us” every 5 seconds appalling service day age
588,Eastbury Surgery,2021-07-27,1.0,"Very sad for patients
    ",sadly my poor elderley mum is a patient here.  they are either just unable to cope or don't care.    please find a different surgery if you can. i know the nhs is under pressure but the lack of response here to everything is not the norm.,sadly poor elderley mum patient here either unable cope care please find different surgery can know nhs pressure lack response everything norm
589,Pinner Road Surgery,2022-10-27,1.0,"lack of training to reception staffs 
    ","1 i am a patient of blood sugar, high blood pressure and cholesterol. i have several time repeated for repeat prescription and they told all time that they are unable to accept over the phone and came to the gp surgery. any one can check this facts. if this is advised from the nhs than strongly condemn this procedure. and if this is a fault of gp surgery then this should be resolved with immediate effect. 
2 i am suffering from cough and throat pain since couple of the days and requested to give me telephone appointment due to thinking may be coronavirus symptom but they are not giving me an urgent appointment. i understand the any one call 111 and go to the hospital after becoming serious than what is the duty of the gp practice and procedure should be investigate and sort out on high priority basis. the email should be recorded on the gp surgery  website and nhs records so that the patient can be contact with the senior partner. ",1 patient blood sugar high blood pressure cholesterol several time repeated repeat prescription told time unable accept phone came gp surgery one check facts advised nhs strongly condemn procedure fault gp surgery resolved immediate effect 2 suffering cough throat pain since couple days requested give telephone appointment due thinking may coronavirus symptom giving urgent appointment understand one call 111 go hospital becoming serious duty gp practice procedure investigate sort high priority basis email recorded gp surgery website nhs records patient contact senior partner
590,Pinner Road Surgery,2022-09-28,5.0,"Great practice
    ","this practice and the staff have been very helpful to me, i appreciate the work they do and i recommend them to anyone
",practice staff helpful me appreciate work recommend anyone
591,Pinner Road Surgery,2022-09-01,5.0,"Everyone very helpful
    ",everyone i have come into contact with over numerous years has been very helpful and kind. both yesterday & today were phone consultations but i have also busted in the past & have always received good treatment & courtesy,everyone come contact numerous years helpful kind yesterday  today phone consultations also busted past  always received good treatment  courtesy
592,Pinner Road Surgery,2022-04-25,5.0,"Very helpful
    ",i have had occasion to speak on two occasions to the surgery pharmacist & on both occasions she was extremely helpful & good at sorting out my problems for me.,occasion speak two occasions surgery pharmacist  occasions extremely helpful  good sorting problems me
593,Pinner Road Surgery,2022-03-17,5.0,"Good patient care
    ","keeping in view of my family history of myocardial infarction and strokes at early stages of life, the blood test was repeated when something related was showing off the chart. telephone appointment was scheduled by the surgery with clinical pharmacist. during the appointment i was thoroughly informed what the matter is and why do i need to repeat test. she also asked me about the symptoms that i might be experiencing and if i have experienced them before. she arranged for a second blood test instead of directly putting me on medication.the way she dealt with it was quite comforting. thus instead of worrying about the matter at hand i was assured that i am getting the right care.
this also shows surgery's professionalism, 
as they arranged an appointment with the clinical pharmacist promptly.",keeping view family history myocardial infarction strokes early stages life blood test repeated something related showing chart telephone appointment scheduled surgery clinical pharmacist appointment thoroughly informed matter need repeat test also asked symptoms might experiencing experienced before arranged second blood test instead directly putting medicationthe way dealt quite comforting thus instead worrying matter hand assured getting right care also shows surgerys professionalism arranged appointment clinical pharmacist promptly
594,Pinner Road Surgery,2022-02-24,1.0,"Very unhelpful reception
    ","upon my first visit to the gp to make an appointment to see a gp i was admonished for not calling to do so. i was instead offered a call back from a “clinician”. i had to insist that i wanted to see a gp but was only offered a call back between 2pm-6pm in 2 weeks time.
i was quizzed by the receptionist over the telephone about personal medical issues.
when i turned up for a blood test i was left waiting for 20 minutes and then when i asked what was going on, i was told that i should have been watching a screen which had rolling adverts and that i had been “called” 10 minutes prior, which was of course nonsense. when i saw the nurse she was finishing a bit of cake off, which made me think perhaps it was she who was not ready to see me. in short i will not stay with this practice because they are extremely unhelpful and still hiding behind this telephone triage system even though national restrictions relating to covid are finished. i did not appreciate their dishonesty and poor patient service.",upon first visit gp make appointment see gp admonished calling so instead offered call back “clinician” insist wanted see gp offered call back 2pm6pm 2 weeks time quizzed receptionist telephone personal medical issues turned blood test left waiting 20 minutes asked going on told watching screen rolling adverts “called” 10 minutes prior course nonsense saw nurse finishing bit cake off made think perhaps ready see me short stay practice extremely unhelpful still hiding behind telephone triage system even though national restrictions relating covid finished appreciate dishonesty poor patient service
595,Pinner Road Surgery,2022-02-14,1.0,"Useless and never healpfull 
    ","called to say my daughter can't breath well, desperate for someone to see her asap and was told for emergencies i have to call the next day at 8am. useless, unhelpful and unqualified staff. not the first time we had issues with them. stay away from this gp!!!!",called say daughter cant breath well desperate someone see asap told emergencies call next day 8am useless unhelpful unqualified staff first time issues them stay away gp
596,Pinner Road Surgery,2022-01-24,5.0,"Good practice
    ","i had a smooth experience with the surgery. they are very helpful, caring and quick to respond. i have been able to get appointments and prescriptions with ease. overall i am happy with the services they are giving me. ",smooth experience surgery helpful caring quick respond able get appointments prescriptions ease overall happy services giving me
597,Pinner Road Surgery,2021-11-29,5.0,"Really listened
    ",had a great phone consultation with a clinician. she really listened and was helpful. i think she really wanted to help. ,great phone consultation clinician really listened helpful think really wanted help
598,Pinner Road Surgery,2021-08-31,4.0,"Super responsive 
    ",pinner road surgery respond v quickly when messaged and provide personalised service via their website. prescriptions are issued and sent within hours,pinner road surgery respond v quickly messaged provide personalised service via website prescriptions issued sent within hours
599,Carepoint Practice,2022-11-29,1.0,"Rude, unprofessional and uncaring staff
    ",i've had staff hang up the phone on me when i was crying and upset about a problem i was having. they've lost some of my medical information and even sent a prescription to a pharmacy i didn't select. don't go to this gp practice! ,ive staff hang phone crying upset problem having theyve lost medical information even sent prescription pharmacy select go gp practice
600,Carepoint Practice,2022-09-29,4.0,"Flu time again
    ","thank you carepoint for your excellent service, giving everyone their vaccination on last saturday was a master class in efficiency.",thank carepoint excellent service giving everyone vaccination last saturday master class efficiency
601,Carepoint Practice,2022-09-21,5.0,"Flu jab/COVID booster
    ","flu jab on saturday,  very well organised, just what you have come to expect from carepoint.   
wish my autumn covid booster had been better organised, no details, leaflet given. asked for both, told not available, but when i said i needed one, they were found!   not sure what the problem was as plenty of both were on the front reception desk.  
",flu jab saturday well organised come expect carepoint wish autumn covid booster better organised details leaflet given asked both told available said needed one found sure problem plenty front reception desk
602,Carepoint Practice,2022-05-11,4.0,"When I needed them!
    ","when i needed them, they were there for me! thank you everyone, especially the new doctors in the practice.
",needed them me thank everyone especially new doctors practice
603,Carepoint Practice,2022-04-07,5.0,"Outstanding 
    ","i had a telephone consultation on a thursday,  the doctor said i needed to be seen.  
the surgery phoned me on friday morning to say they had an appointment for me at the hub. on sunday. 
 the doctor was pleasant and very helpful. 
she said that she would write to my gp and the hospital to speed things up.  
by tuesday the hospital contacted me for a consultation in a few weeks. ",telephone consultation thursday doctor said needed seen surgery phoned friday morning say appointment hub sunday doctor pleasant helpful said would write gp hospital speed things up tuesday hospital contacted consultation weeks
604,Carepoint Practice,2022-04-05,1.0,"Shame on you !
    ","over the phone consult for myself regarding help and support for my 90 year old mother with dementia. i was called by the receptionist and told there was nothing they could do, it was down to social care and when i requested an appointment with a female gp to check mums back after a fall, i was told to visit a and e. absolutely disgraceful…shall be changing surgeries. ",phone consult regarding help support 90 year old mother dementia called receptionist told nothing could do social care requested appointment female gp check mums back fall told visit e absolutely disgraceful…shall changing surgeries
605,Carepoint Practice,2022-03-01,5.0,"Outstanding Practice
    ","i've been a patient at this practice for many years now, and by far it's the best practice i've been a patient at. 

the reception staff are always very polite, friendly and always go out of their way to assist you. the gp's are great, always listen to your concerns, and always manage to re-assure you everything will be okay. 

even throughout the pandemic, the surgery have been amazing. 

thank you all so very much carepoint practice. ",ive patient practice many years now far best practice ive patient at reception staff always polite friendly always go way assist you gps great always listen concerns always manage reassure everything okay even throughout pandemic surgery amazing thank much carepoint practice
606,Carepoint Practice,2022-01-12,5.0,"Excellent service
    ","visited doctor at 4pm.
received copy of referral for hillingdon hospital following am
received phone call from hh who made an appointment for 10.50am on 11.04.22.
consultant absolutely on time dealt with appointment sastisfactorily ",visited doctor 4pm received copy referral hillingdon hospital following received phone call hh made appointment 1050am 110422 consultant absolutely time dealt appointment sastisfactorily
607,Carepoint Practice,2021-10-18,4.0,"Good Practice Team
    ","congratulations on excellent flu vaccination programme.   in, registered, jabbed and out within 5 minutes.   covid vaccinations  and booster were equally efficently organised.   i dislike having to fill in the e-consult form for a consultation with a doctor, but have to say it has never failed to get us appointments and help very quickly.  i think it is more difficult for some other elderly people, but if you manage to deal with patients quicker we have to do our best with the form.   prescriptions work very well through our nominated pharmacy.   reception are always very kind and helpful.
thank you for looking after us at a difficult time.",congratulations excellent flu vaccination programme in registered jabbed within 5 minutes covid vaccinations booster equally efficently organised dislike fill econsult form consultation doctor say never failed get us appointments help quickly think difficult elderly people manage deal patients quicker best form prescriptions work well nominated pharmacy reception always kind helpful thank looking us difficult time
608,Carepoint Practice,2021-10-19,5.0,"Thank you
    ","flu jab.                tick
booster vaccine: tick
in these difficult times, both achieved with the minimum fuss, we say a big thank you to you all",flu jab tick booster vaccine tick difficult times achieved minimum fuss say big thank
609,Ellis Practice,2022-12-01,1.0,"Impossible to get an appointment
    ","if you go in person or call, they'll refuse to give you an appointment and just refer you to patient access to get one online, where time slots are supposed to be released every hour. but it doesn't matter if you spend the whole day refreshing the page, you'll never find any slots available.",go person call theyll refuse give appointment refer patient access get one online time slots supposed released every hour matter spend whole day refreshing page never find slots available
610,Ellis Practice,2022-12-06,1.0,"Extremely poor service
    ","it is impossible to obtain an appointment at this practise.  we have waited for over an hour to make an appointment for a really sick child.  once you get to the front of the queue the system states that their sis fault and disconnects you.  this is not the first time this has occurred.   in each instance we have had to go to a&e.  this is truly unacceptable.

the nhs needs to look seriously into this practice as not obtaining appointments via telephone or patient access.  this is a common theme both on the nhs site and across google reviews for this practice!!!",impossible obtain appointment practise waited hour make appointment really sick child get front queue system states sis fault disconnects you first time occurred instance go ae truly unacceptable nhs needs look seriously practice obtaining appointments via telephone patient access common theme nhs site across google reviews practice
611,Ellis Practice,2022-12-05,1.0,"No appointments available 
    ","this is not happening for the first time: i tried to book an appointment for my daughter who has temperature, i started online with patientaccess where i spend 1h(from18 to 19) in the hope that they will make some appointments available, all for nothing. next day i rang position 5 in the queue, after waiting 50mins a receptionist told me that she can't book appointments over the phone although on their site is stating that for emergencies you can call to book an appointment. she was unhelpful, unwilling to listen and refused to book me an appointment and send me to a&e.i have lots of question for this practice... was that normal? there are no doctors in this practice...?is it normal be send to a&e when if you were doing your job someone could have checked my daughter's lungs to see if is an infection or only a virus( is taking me 2 min to get to the practice and at least 30 min to the nearest hospital)? also i am trying to book an appointment for myself for more then 2weeks via patietaccses and no success so far. why are you receiving money from my taxes when your practice is not providing me with
the care that i need?
don't forget we are paying for those services if you are not able to provide give us the money back and we can go private. this is a disgrace your appointment booking system acts as a barrier to patients and needs scrapping this is not a lottery (let see who is the winner and manage to book an appointment) is about the people's wellbeing",happening first time tried book appointment daughter temperature started online patientaccess spend 1hfrom18 19 hope make appointments available nothing next day rang position 5 queue waiting 50mins receptionist told cant book appointments phone although site stating emergencies call book appointment unhelpful unwilling listen refused book appointment send aei lots question practice normal doctors practiceis normal send ae job someone could checked daughters lungs see infection virus taking 2 min get practice least 30 min nearest hospital also trying book appointment 2weeks via patietaccses success far receiving money taxes practice providing care need forget paying services able provide give us money back go private disgrace appointment booking system acts barrier patients needs scrapping lottery let see winner manage book appointment peoples wellbeing
612,Ellis Practice,2022-11-14,1.0,"Pointless
    ","every other practice has econsults or a system called patch to upload your problem but ellis practice decided to shut off their systems. so now you have to call for the last 6 months at least 45 mins on hold then cuts off. 
honestly it is heartbreaking to know you can't get through when you need to.
no wonder people go to a&e as you can't get through to this doctors.
funny thing is when (onna rare occasion) you do get through after a week of trying you can't get an appointment as all gone!
only 2 people on reception (despite covid restrictions being lifted) for a ""health centre"" that has 1000's of patients.
this surgery needs to be looked at by the gmc as fails to meet even the lowest standards.",every practice econsults system called patch upload problem ellis practice decided shut systems call last 6 months least 45 mins hold cuts off honestly heartbreaking know cant get need to wonder people go ae cant get doctors funny thing onna rare occasion get week trying cant get appointment gone 2 people reception despite covid restrictions lifted health centre 1000s patients surgery needs looked gmc fails meet even lowest standards
613,Ellis Practice,2022-10-12,1.0,"No treatment — refusal of appointments
    ","had a phone conversation with the doctor about flu-like symptoms for over a week, not concerned nor wanted to give me any antibiotics. 
when my partner emailed them saying she and i couldn’t book a follow up appointment, b/c phone would hang up after long wait, they responded with a phone call not to help but to tell me that i need to keep trying with the app and phone calls.

now i’ve seen the local a+e and got an emergency appointment with another practice.

this is what i’m paying healthcare costs for?",phone conversation doctor flulike symptoms week concerned wanted give antibiotics partner emailed saying couldn’t book follow appointment bc phone would hang long wait responded phone call help tell need keep trying app phone calls i’ve seen local ae got emergency appointment another practice i’m paying healthcare costs for
614,Ellis Practice,2022-10-27,1.0,"Can never get through, or book anything online
    ","i have been trying to book my cervical screening for the last two weeks. i can never get through on the phone, holding, an hour, and then once i'm number one in the queue for the phone call to end because of technological difficulties. i have a text message stating i should be able to book a nurse appointment online, this doesn't correlate with the information on their website. also what you hear during the phone call about being able to book an e-consult via the website is also old. ",trying book cervical screening last two weeks never get phone holding hour im number one queue phone call end technological difficulties text message stating able book nurse appointment online correlate information website also hear phone call able book econsult via website also old
615,Ellis Practice,2022-09-12,1.0,"Surgery that does not give appointment
    ",last year i had severe pain on my knee due to a fall i had a year earlier. knee swollen and the surgery would not give an appointment and i had to go into a&e to sort the problem. i had several fall this year and had to go into a&e by ambulance because the surgery would not offer any appointment. about three weeks ago due to an abcess on my lower tummy and would not get an appointment and again i had to go into a&e to be looked at. all these difficult times ellis practice would not give an appointment. this surgery is not fit for the purpose it was created. today i switched my gp practice. i will not recommened this practice. i complained twice the practice not responded.,last year severe pain knee due fall year earlier knee swollen surgery would give appointment go ae sort problem several fall year go ae ambulance surgery would offer appointment three weeks ago due abcess lower tummy would get appointment go ae looked at difficult times ellis practice would give appointment surgery fit purpose created today switched gp practice recommened practice complained twice practice responded
616,Ellis Practice,2022-08-24,1.0,"Poor appointment system 
    ","i called over a week ago to book an appointment, i was advised that there are no appointments and was directed to do it online (patient access). i have been trying to book an appointment to see a doctor for the past week but there are never any appointments on patient access. frustrated and at my wit’s end, i tried to call in today but i was kept on hold for over 51 minutes and then a error message. 
i have been a patient for 30 years and i have never seen service this poor. i am now forced to seek another gp for me and my family. i will now have to go to a walk in. 
the ineffectiveness of ellis practice is detrimental to my health. who is holding the gp practice accountable? ",called week ago book appointment advised appointments directed online patient access trying book appointment see doctor past week never appointments patient access frustrated wit’s end tried call today kept hold 51 minutes error message patient 30 years never seen service poor forced seek another gp family go walk in ineffectiveness ellis practice detrimental health holding gp practice accountable
617,Ellis Practice,2021-09-21,1.0,"Rude Receptionist
    ","extremely rude receptionist! i have been on hold for more than 50 mins the other day just to get disconnected. i tried calling back today and the receptionist had extremely rude and 'not interested attitude', giving me an extra anxiety. this is really unprofessional and not necessary, even damaging the way they treat their patients. many people suffering from anxiety or with any mental health issues would find this - what should be 'a simple process' contacting your gp - quite stressful and probably won't reach back again.
making an appointment with the e-consult is a comedy! they have never contacted me within a day, rather within a month.
very vague answers from the gp i have contacted regarding my results. 
i feel very confused and stressed at the moment. getting information for your results it's a painful process. 
i completely agree with the rest of the negative reviews here, this is by far the worst gp practice and services to deal with.",extremely rude receptionist hold 50 mins day get disconnected tried calling back today receptionist extremely rude not interested attitude giving extra anxiety really unprofessional necessary even damaging way treat patients many people suffering anxiety mental health issues would find  a simple process contacting gp  quite stressful probably reach back again making appointment econsult comedy never contacted within day rather within month vague answers gp contacted regarding results feel confused stressed moment getting information results painful process completely agree rest negative reviews here far worst gp practice services deal with
618,Ellis Practice,2021-07-12,5.0,"Amazing staff and Doctor!
    ","as a member of another gp practice, i've had to reach out to ellis practice on behalf of a sick family member who was registered to the practice. i was overwhelmed by the professionalism, friendliness and helpfulness of both the reception staff incl. reception manager and doctor. 

the doctor immediately made an urgent referral to hospital, and arranged for a number of tests. she even attempted to speed up seeing a neurologist by way of making personal calls to colleagues that same appointment. 

the reception manager in particular was also very helpful. detailed explanations were always given, with quick follow-up. the reception manager, and reception staff are both worth their weight in gold. thank you all for your help!",member another gp practice ive reach ellis practice behalf sick family member registered practice overwhelmed professionalism friendliness helpfulness reception staff incl reception manager doctor doctor immediately made urgent referral hospital arranged number tests even attempted speed seeing neurologist way making personal calls colleagues appointment reception manager particular also helpful detailed explanations always given quick followup reception manager reception staff worth weight gold thank help
619,Brent GP Access Centre and Harness Wembley Practice,2022-12-09,1.0,"Worst experience and worst practice 
    ","i’m suffering from skin infection. so i took online consultation from their dr iq app which works sometimes a day. so after being consulted they suggested me to have a face to face appointment. i took the appointment and they gave me appointment of the time after 50 minutes of my call. the gp is 45 minutes far away from my house. i was 2 minutes late the receptionist told me i’ve to wait now. i waited for more than 1 hour. after that they told me due to excessive demand of patients doctor can’t see me. i was okay with that and told them to suggest me a alternative. they told me to book from their dr iq app. i came home and tried their suggestion the app didn’t worked. so i tried calling them. while calling them i waited in the queue on the first place for one and half hour, i don’t know was they really this busy. then someone answered my call. i was telling them my issue and suggest me a alternative that lady on call was so rude and said i’m not here to listen you. if you want go to a&e we don’t care. and hanged the call. 
this is very very irresponsible and irrelevant service from the gp. ",i’m suffering skin infection took online consultation dr iq app works sometimes day consulted suggested face face appointment took appointment gave appointment time 50 minutes call gp 45 minutes far away house 2 minutes late receptionist told i’ve wait now waited 1 hour told due excessive demand patients doctor can’t see me okay told suggest alternative told book dr iq app came home tried suggestion app didn’t worked tried calling them calling waited queue first place one half hour don’t know really busy someone answered call telling issue suggest alternative lady call rude said i’m listen you want go ae don’t care hanged call irresponsible irrelevant service gp
620,Brent GP Access Centre and Harness Wembley Practice,2022-11-11,2.0,"Staff
    ",on my way into the clinic i asked a nurse who works there where i could find the reception area her response was rude and she also laughed when i said which way do i go almost as though she was mocking me. i did tell her that there is nothing funny about me asking for directions and her attitude was not called for. the receptionist at both desks i encountered were very flippant and almost to the point where i felt as though i should not be disturbing them. you are on the main desk to help people if you don’t like people then don’t be customer facing! the third receptionist in the physio sept was lovely but it still does not deter from the fact that i encountered three other members of staff who were absolutely appalling! i wish i didn’t have to go back but physio is something i do need to go back for unfortunately! ,way clinic asked nurse works could find reception area response rude also laughed said way go almost though mocking me tell nothing funny asking directions attitude called for receptionist desks encountered flippant almost point felt though disturbing them main desk help people don’t like people don’t customer facing third receptionist physio sept lovely still deter fact encountered three members staff absolutely appalling wish didn’t go back physio something need go back unfortunately
621,Brent GP Access Centre and Harness Wembley Practice,2022-11-17,1.0,"Terrible practice with extra rude manager
    ",i requested a amended duties note on monday the 14 and they reply back that it will be ready on thursday 17.when i when to take it wasn’t ready and they didn’t even apologies for it.j am pregnant i i feel very ill but the reply was it’s not important to us!!!the manger didn’t care that wasted my time for her is in not urgent or important.,requested amended duties note monday 14 reply back ready thursday 17when take wasn’t ready didn’t even apologies itj pregnant feel ill reply it’s important usthe manger didn’t care wasted time urgent important
622,Brent GP Access Centre and Harness Wembley Practice,2022-11-24,1.0,"The worst practice ever 
    ","i ve called several times to get in touch with a doctor because my husband got tested positive with helycobacter pylori , and he needed a treatement to get rid of this virus . i ve called two days on a row . and i stayd pne hour ore one hour and a half waiting bring number 16 or 17 in the queue. after that i hot answered by a lady that told me there is no available appoiment in the day and that i have to call tomorrow which i did and i vve been answered the same . call next day . the lady was so rude to me and she told me that if i dont like that i have to call again and again untill getting an appointment i can make a complain. extremelly rude , unprofession staff , the worst gp ever",called several times get touch doctor husband got tested positive helycobacter pylori  needed treatement get rid virus  called two days row  stayd pne hour ore one hour half waiting bring number 16 17 queue hot answered lady told available appoiment day call tomorrow vve answered  call next day  lady rude told dont like call untill getting appointment make complain extremelly rude  unprofession staff  worst gp ever
623,Brent GP Access Centre and Harness Wembley Practice,2022-11-17,1.0,"Very irresponsible practice
    ","the practice cancelled my appointments for times. i have been booking for two months and they cancelled my appointments over and over and over again because of their problems. they ask me to wait in line for hours to call them and rebook my appointment, but you know the result, they still cancelled my appointmet. ",practice cancelled appointments times booking two months cancelled appointments problems ask wait line hours call rebook appointment know result still cancelled appointmet
624,Brent GP Access Centre and Harness Wembley Practice,2022-10-21,1.0,"Terrible waiting time to make an appointment!
    ",waited 1hr 20mins on the phone to make an appointment the gp asked me to do...and still waiting to speak to someone after being nr 1 in the queue for ovet 30 mins. what is going on in that surgery????this is bad customer service care at its worse! we will be registering with another surgery on monday. enough is enough - putting people's health at risk is not good!,waited 1hr 20mins phone make appointment gp asked doand still waiting speak someone nr 1 queue ovet 30 mins going surgerythis bad customer service care worse registering another surgery monday enough enough  putting peoples health risk good
625,Brent GP Access Centre and Harness Wembley Practice,2022-07-25,2.0,"no appoiment
    ","i have cold last 3 month i did call they said we cannot book same day they book next week on call how to know on call i am okay or not i can't sleep i can't take breath from my nose i cann't focus my work when you are give appoiment whenever i am died that time? i did try every medicine, steam ,nose drop everthing but its not work take seriousaly i am not coming for west of time pls undersatnd my problem.",cold last 3 month call said cannot book day book next week call know call okay cant sleep cant take breath nose cannt focus work give appoiment whenever died time try every medicine steam nose drop everthing work take seriousaly coming west time pls undersatnd problem
626,Brent GP Access Centre and Harness Wembley Practice,2022-06-30,2.0,"Unprofessional staffs
    ",the staffs are very aggressive and rude on the phone and they keep putting clients on hold for the smallest inquiries like getting a prescription.,staffs aggressive rude phone keep putting clients hold smallest inquiries like getting prescription
